The bilateral treaty was a relief.	그 쌍방간 조약은 하나의 안정책이었다.
Is there a time limit to this bilateral agreement?	이런 쌍무협정에 시간 제약이 있을까요?
Shopping carts are pushed by hand.	쇼핑 카트는 손으로 민다.
He crafts fine furniture by hand.	그는 수공으로 멋진 가구를 정교하게 만든다.
There's not much laundry, so I'll wash it by hand.	빨래가 많지 않으니까 손으로 빨거야.
The woman is picking up a carton of milk.	여자가 우유팩을 집어 올리고 있다.
A carton of milk lay on its side.	우유 한 곽이 옆으로 넘어져 있었다.
I drink two carton milk a day.	나는 하루에 2곽의 우유를 마신다.
Please use caution if you're out driving tonight.	오늘밤 운전하시면 주의를 기울여 주시기 바랍니다.
Use caution_ when deleting files from the computer.	컴퓨터에서 파일을 삭제할 때에는 신중을 기하십시오.
As I said, use with caution.	내가 말했듯이, 조심해서 사용하렴
We can meet at your convenience any time next week.	다음 주 아무 때나 편하신때에 만나면 됩니다.
There is one between the bank and the convenience store.	은행과 편의점 사이에 하나 있어요.
When you approach the convenience store.	당신이 편의점으로 다가갈 때.
Yes, it says "Christie Corporation, correspondence."	네, "크리스티사, 통신서류"라고 써 있어요.
(Man)Yes, it says "Christie Corporation, correspondence."	네, "크리스티사, 통신서류"라고 써 있어요.
I entered into correspondence with a broadcasting.	나는 방송국과 통신을 시작했다.
The jeweler sent a courier to pick up the diamonds.	보석상은 다이아몬드를 가지러 사람을 보냈다.
I sent them just five minutes ago by overnight courier.	방금 5분전에 익일 특급우편으로 보냈어요.
We sent the documents by courier.	우리는 그 서류를 배달원을 통해 보냈다.
Sports can also deliver the addictive qualities of a drug.	스포츠는 또한 마약과 같은 중독성을 지니고 있다.
Have a message I need to deliver.	난 전달해야 할 메시지가 있어.
I need you to deliver a message.	나는 메세지를 전하기 위해 너가 필요하다.
I want to detach myself from my hectic life.	나는 반복되는 바쁜 일상사에서 벗어나고 싶다.
I am on holiday and hope to detach myself from these things.	나는 휴가중이고 이것들에서 내 자신을 떼어놓을 수 있으면 한다.
detach a locomotive from a train	열차에서 기관차를 분리하다.
That's right. It's a very efficient system.	맞아요. 아주 효율적인 시스템이죠.
The fuel cell cars are also more efficient in another way.	또한 연료 전지 자동차는 다른 방식으로 더 효율적이다.
Of course, we must focus on the efficient use of gas.	물론 우리는 가스 사용의 효율성에 집중해야 한다.
lay an embargo on [upon] free speech	언론의 자유를 저해하다.
a trade embargo against certain countries	특정 국가들에 대한 통상 금지령
Any attempt to lift the arms embargo would be reprehensible.	무기통상금지령을 해제하려는 어떠한 시도도 비난 받아 마땅할 것이다.
He has many views and plans he wants to enact.	그는 실현하고 싶은 견해와 계획을 가지고 있다.
Should Barack Obama enact stricter gun control laws?	버락 오바마는 더 엄격한 총기규제법을 제정해야 허는가?
enact a part in life	인생이라는 무대에서 한 역할을 맡아 하다.
enclose a letter with a circle	글자에 원을 두르다.
Use double quotation marks to enclose oneâs exact words.	다른 사람의 말 등을 그대로 옮겨올 때 큰따옴표를 쓴다.
I enclose two copies of the bank statement.	은행 계좌 내역서 두 통을 동봉합니다
I cannot ensure you a post [ensure a post for you].	자네에게 일자리를 보장할 수는 없네.
Ensure the account name specified is valid.	계정 이름이 유효한지 확인하십시오.
Then we must ensure that doesn't happen.	그러나 우리는 그일이 없었던것처럼해야한다
I jotted down her words on an envelope.	나는 그녀의 말을 봉투에 적어두었다.
Use a wet sponge when you paste stamps on an envelope.	봉투에 우표를 붙일 때는 젖은 스펀지를 이용하면 되잖아.
She inserted the letter into an envelope.	그녀는 봉투에 편지를 집어넣었다.
Who do I need to speak with to expedite this?	이일을 신속히 처리하려면 누구랑 이야기 해야합니까?
I told her to expedite things.	나는 그녀에게 그 일을 신속히 처리하라고 말했다
What can we do to expedite matters?	그 일들을 신속하게 처리하려면 뭘해야 하죠?
I never said I was fragile.	나는 내가 연약하다고 절대로 말하지 않았다.
Trust is such a fragile thing.	진실은 그렇게 부서지기 쉬운 것이다.
Human life is fragile, my son.	인간의 삶은 연약하단다, 내 아들아.
I don't expect you to handle them yourself.	당신 혼자서 그것들을 처리할 수 있을 것으로 기대는 안 합니다.
Anyone who's ever used one wouldn't handle it any other way.	이것을 한번이라도 사용해본 적이 있는 사람이라면 다른 방법으로 다루지 않을 것이다.
It's a perfect way to handle the situation.	이 상황 해결에 딱 맞는 방법이야
Do not impose it upon them.	그들에게 강요하지 마.
But I don't want to impose.	하지만 폐를 끼치고 싶진 않아요.
No, I don't want to impose.	아니요.폐를 끼치고 싶진 않아요.
inaugurate a national movement against the fat	전국적인 쥐 박멸운동을 일으키다.
inaugurate a new method of teaching a foreign language	새 외국어교수법을 도입하다.
inaugurate a direct service of a steamer	기선(汽船)을 처음으로 취역(就役)시키다.
The account name or the password is incorrect.	계정 이름 또는 암호가 올바르지 않습니다.
Many people left with incorrect tattoos.	많은 사람들이 잘못된 문신을 한 채로 떠났다.
I did nothing illegal or incorrect.	나는 불법적이거나 옳지 못한 어떤 것도 하지 않았다.
Please do so to oblige me.	나를 보아 부디 그렇게 해 주시오.
Please do so to oblige me.	나를 보아 부디 그렇게 해 주십시오
Send me a copy, and oblige.	한 통 보내 주시면 고맙겠습니다.
I particularly asked him to be careful.	그에게 조심하라고 각별히 부탁했다.
I particularly like that one, don't you?	난 특히 그걸 좋아해. 너는?
I don't even particularly like her.	나는 그녀를 특별히 좋아하지도 않아.
The egg is a perishable product.	달걀은 부패하기 쉬운 물건이다.
Those perishable items must go into the refrigerator first.	썩기 쉬운 것들이 냉장고에 먼저 들어가야 한다.
Don't let perishable foods sit out for more than two hours.	상하기 쉬운 음식들은 두 시간 이상 놔두지 마세요.
I can't believe they've raised the price of postage...again.	우편 요금을 또 올리다니 말도 안 돼요.
Please send us the postage as well as the price of the books	우편 요금은 책의 대금과 함께 보내 주십시오
That's the same postage as first class.	그건 일종과 똑 같은 우표입니다.
Recipient must be home at time of delivery.	수령인은 배달 시간에 집에 있어야 합니다.
A recipient did not appear in the address list.	수신자가 주소 목록에 없습니다.
Based on Child Benefit recipient population.	육아수당 수령인구에 기초한
If I helped him, I had reciprocal help from him.	내가 그를 도와준다면 그 보답으로 나도 그에게서 도움을 받을 것이다.
Of course, the process is reciprocal.	물론 그 과정은 상호적이다.
Reciprocal treatment is part of justice.	상호 치료는 정의의 한 부분이다.
This year has been indeed remarkable for frequent disasters.	금년은 특히 재해가 많은 해였다
He is a man of remarkable imagination.	그는 뛰어난 상상력을 가진 남자다.
Their efficiency has been truly remarkable.	그들의 효율성은 정말 놀랍게 되었다
It is called âG.I. Joe: Retaliation.â	그것은 "지.아이.조2"라고 불린다.
Retaliation must be harsh and immediate.	보복은 냉혹하고 즉각적으로 이루어져야 한다.
However, the law does not permit an act of retaliation.	그러나 법은 보복을 허용하지 않고 있다
Don't count on the shipment arriving on time.	선적품이 제시간에 도착할 걸로 기대하지 마세요.
The shipment was delivered a week late.	물건이 일주일 늦게 배달됐다.
I need the shipment on time.	나는 선적물이 제때 필요하다.
Please step to the rear of the car.	승강기 뒤쪽으로 물러서 주십시오.
A journey of a thousand miles starts with but a single step.	천리 길도 한걸음부터
Step out of the car, please.	차에서 나와, 제발.
There is surplus fat in his body. or He is obese.	그는 지나치게 지방분이 많다
Surplus stock for sale at a (great) sacrifice.	떨이로 팝니다
Few people have large sums of surplus cash.	여분으로 많은 현금을 보유하고 있는 사람은 거의 없다.
accommodate a friend with a night's lodging	친구를 하룻밤 재워주다.
The new computer system will accommodate_ our needs.	새로운 컴퓨터 시스템은 우리의 요구를 충족시켜 줄 것이다.
The hotel can accommodate all the students of this school.	그 호텔은 이 학교의 모든 학생을 수용할 수 있다.
I was agreeably surprised to find that...	...라고 알고 나는 놀랐으나 기뻤다.
We found them quite agreeably talkative too.	난 그들이 꽤 기분 좋게 말하기를 좋아한다는 걸 알게되었다.
They were agreeably surprised by the quality of the food.	그들은 그 음식의 품질에 기분 좋게 놀랐다.
He was a year ahead of me in school.	그는 학교에서 나보다 한 학년 위였다
He graduated from the school one year ahead of me.	그는 나보다 1년 빠르게 졸업했다
I was surprised that he was there ahead of time.	나는 그가 시간 전에 그곳에 와 있어서 놀랬다.
A Study on The Amenity Indicator of Office Public Space	사무소건축물 공개공지의 쾌적성 지표 개발에 관한 연구
The Eco-amenity Issues on Urban Design System	우리나라 친환경 도시설계의 과제 및 방향
Value of Rural Life Style and Amenity in Korea	농촌다운 삶의 지향과 농촌 경관
an economy pack containing 150 assorted screws.	150가지 종류의 나사를 갖춰 놓은 경제적인 세트
These swim suits are well assorted.	이 수영복은 구색을 잘 갖추었다.
There are three chairs and five assorted sofas.	세개의 의자와 5개의 다양한 소파가 있다.
The atmosphere would be a nice change of pace.	분위기가 달라질 거예요.
The mind is the atmosphere of the soul.	마음은 영혼의 대기이다.
If there's one thing I hate, it's an atmosphere.	만약 내가 싫어하는 한가지가 있다는 그것은 환경이다.
The information was not available in time for the meeting.	그 정보는 회의 시간이 될 때까지 알 수 없었다.
At least 200 different services are available.	최소한 200가지 다른 서비스를 받을 수 있다.
I'm sorry I haven't been more available.	미안해 나는 더 이상은 필요 없게 됐어.
Just be more careful with your belongings next time.	다음에는 소지품에 좀 더 주의하시기 바랍니다.
Just my personal effects. I only have personal belongings.	제 개인 소지품들이고, 저는 제 물건들만 가지고 있을 뿐이에요.
He's checking out his personal belongings.	그는 자신의 소지품을 점검하고 있어.
Please check in at least one hour before departure time.	늦어도 출발시간 한 시간 전에는 탑승수속을 해주십시오.
Please check in at least 45 minutes before departure time.	최소한 출발시간 45분 이전에 오셔서 탑승권을 받으시기 바랍니다.
I check in once a year.	저는 그걸 1년에 1번 확인해요.
I'll have the chef cook the steak a bit more.	주방장에게 스테이크를 조금 더 익히게 하지요.
You want to be a chef?	요리사가 되고 싶어?
I want to be a chef.	난 요리사가 되고시 다.
The college offers a wide choice of courses.	그 대학은 과목 선택의 폭이 넓다.
I had no choice but brush his proposal to one side.	나는 그의 제안을 일축할 수밖에 없었다.
The difficulty in life is the choice.	인생에 있어서 어려운 것은 선택이다.
He promised to compensate me for my loss	그는 내 손해를 보상하기로 약속했다
Let to compensate me for you.	내가 보상해 줄게.
I spent time today but I will compensate.	나는 오늘 시간을 소비했지만, 나는 보상받을 것이다.
My complication had a little complication.	내 문제는 약간 복잡하다.
Be careful not to be involved in that complication	그 분규에 말려들지 않도록 주의하시오
The bad weather added a further complication to our journey.	좋지 못한 날씨가 우리의 여정에 또 다른 문제가 되었다.
Our flight today does feature complimentary movie service.	오늘 비행에서는 무료 영화 서비스를 제공합니다.
For a complimentary brochure, call 1-800-7-CELTIC.	무료 안내책자를 받으시려면, 1-800-7-CELTIC으로 전화하십시오.
Reply today to receive your complimentary copy.	당신이 기증본을 받을 것인지에 대해 오늘 대답을 주시기 바랍니다.
We asked him to confirm his acceptance in writing.	우리는 그의 승낙을 문서로 확인해 줄 것을 요청했다
Confirm this report to this form.	이 리포트를 나의 양식과 일치시켜라
Check the area again and confirm.	그 지역 한번 다시 조사하고 확인해.
She's no connoisseur in that field.	그녀는 그 분야에서 전문가가 아니다.
Sarah tells me you're something of an art connoisseur.	당신이 훌륭한 미술 감식가라고 사라에게 들었어요.
I donât want to show my connoisseur side.	내 전문가적인 모습은 보여 주고 싶지 않다.
My house is conveniently near the bus stop.	우리 집은 편리하게도 버스 정류장에서 가깝습니다.
Yeah,you're conveniently forgetting a lot of things today.	네, 당신은 당신 편의대로 요새 많은 것을 잊어버리고 있네요.
She conveniently didn't tell me about it.	그녀는 그것에 대해 나에게 쉽게 설명해주지 않았어.
Mr. Baldwin is dabbling in the world of haute cuisine.	볼드윈 씨는 고급 요식업계에 손을 대고 있습니다.
This is nowhere near the taste of real French cuisine.	이것은 진짜 프랑스 요리 맛과는 거리가 멀다
We can try some French cuisine.	우리는 약간의 프랑스 요리를 맛볼 수 있다.
Queen orders a foreign dignitary to be killed.	여왕은 외교사절을 죽이라고 명령한다.
Every visiting guest, dignitary or VIP to our Mandir is welcomed and given hospitality in our traditional manner.	사원을 방문하는 모든 손님들, 고위관료나 VIP들을 환영하며 전통적인 예우로 환대받을 것입니다.
an office fund used to entertain visiting dignitaries.	고위 인사들을 맞이하는데 사용될 사무 자금
This book is of elegant format.	이 책은 볼품이 있다
I want you to look elegant.	나는 우아해 보이길 원한다
I don't want to be elegant.	나는 우아한 것을 원하지 않는다.
As a liberal, I fully and entirely support this work.	진보주의자로서, 나는 이 일을 전적으로 지지한다.
I have not been entirely successful.	나는 완전히 성공적이었던 적이 없다.
I'll do it entirely on my own.	나는 온전히 내 힘으로 할거야.
She has extensive knowledge of ancient Chinese history.	그녀는 고대 중국사에 관해 광범위한 지식을 가지고 있다.
The palace has extensive gardens, a maze, and tennis courts.	그 궁전에는 광활한 정원과 미로와 테니스장이 있다.
The shop stocks an extensive range of beach wear.	그 상점은 다양한 종류의 해변용 의류를 구비하고 있다.
What did the company do after solving the problem of flavor?	맛의 문제를 해결한 후 회사가 한 일은?
It's flavor of the month. Why don't you try it?	이게 요새 유행하는 것입니다. 한번 시험해 보지 그래요?
The apple flavor puts an edge on me.	사과 냄새가 내 식욕을 돋운다.
His life was the forfeit of his crime.	그는 죄를 지은 댓가로 목숨을 잃게 되었다.
forfeit one's life on the battlefield	전사하다.
He who murders pays the forfeit of his life.	살인자는 자기 생명을 박탈당한다[사형에 처해진다].
the cool freshness of the water	그 물의 시원한 상쾌함
Freshness Prolongation of Oriental Melon by Pressure Cooling	참외의 예냉처리에 의한 신선도 연장
The impression has already lost much of its freshness.	그 인상은 이미 청신한 맛을 많이 잃었다
the last indigenous people to live by hunting.	사냥으로 생계를 이어간 마지막 토착 민족
Non-indigenous people are moving into every country.	비토착민들이 시골 각지로 이동하고 있다
It is not necessary that that has to be indigenous.	그 것이 꼭 토착의 것이어야 할 이유는 없다.
The make of the house is fine.	저 집의 만듦새가 근사하다
I'll make this model for you.	나는 너를 위해 이 모델을 만들 거다.
I make time for you too!	나도 널 위해 시간을 낼게!
A Study on Post-Occupancy Evaluation in Work Station	작업공간의 거주후 평가에 관한 연구
a house in multiple ownership/occupancy	(여러 사람의) 공동 소유/거주 주택
A Study on Post Occupancy Evaluation of the Block Housing	가구형 집합주택의 거주후평가 연구
I need to polish that dull table top.	나는 저 뿌연 탁자 위를 닦아서 윤을 내야 한다.
Her job in this company is spit and polish.	이 회사에서 그녀의 직업은 닦는 작업이다.
I'll use a special type of polish.	나는 특수한 타입의 광택제를 사용할 것이다.
At times, the snow fell at a rate of 4 centimeters per hour.	때때로 눈이 시간당 4센티미터 정도로 내렸다.
The doctor is measuring the old man's pulse rate.	의사가 노인의 맥박을 측정하고 있다.
The U.S. death rate from cancer increased last year.	작년 미국의 암 사망률이 높아졌다.
Our product received a poor reception in our test market.	우리 상품은 시험 판매에서 반응이 신통치 않았습니다.
What is true about the reception?	리셉션에 관한 설명은?
It is inconvenient not to have a reception room here.	이 집에 응접실이 없어서 아쉽다
I just use my grandma's old recipe.	우리 할머니의 옛날 요리법을 그대로 써요.
Would you mind sharing the recipe?	요리법을 가르쳐줄 수 있나요?
I just bought a new recipe book.	막 요리책을 샀어요.
We already have a reservation for a dinner party.	이미 저녁 예약이 되어 있는데요.
There's no reservation listed in your name.	예약부에 손님 성함이 기록되어 있지 않습니다.
I'd like to reconfirm my flight reservation.	비행기 예약을 재확인하고 싶습니다.
I of course will retain ownership.	나는 당연히 소유권을 유지할 것이다.
We want to retain this system.	우리는 이 제도를 유지하고 싶다.
We want to retain public services.	우리는 공공 서비스를 유지하고 싶다.
The government won't allow you to stir up the poor people.	정부는 네가 가난한 사람들은 선동하도록 허락하지 않을 것이다.
Agitators who stir up divisions in a nation are dangerous.	국민을 선동하여 국가의 분열을 꾀하는 자는 위험 분자이다
The bear began to stir from his sleep.	잠자던 곰이 움직거리기 시작했다
Many people enjoy the fresh taste of natural foods.	많은 사람들이 자연 식품의 신선한 맛을 즐긴다.
And it didn't taste like that.	그리고 그 맛이 아니다.
I don't need to taste it.	나는 그것을 맛 볼 필요가 없다.
The most interesting utensil is the hand.	가장 흥미로운 도구는 손이에요.
The type of cooking utensil will determine times.	조리기구의 종류가 시간을 결정할 것이다.
With a non-metallic utensil remove air bubbles.	비금속 도구로 공기방울을 제거하라.
Can I anticipate your company tomorrow?	내일 오는 것으로 믿어도 되겠니?
I did not anticipate your objections.	네 반대를 예상하지 않았다.
And it doesn't innovate, doesn't anticipate.	그리고 그것은 혁신하지도, 기대하지도 않는다.
Prices show a downtrend. or Prices are on the decline.	시세가 내림세이다 The market sags.;
As much as I'd enjoy that, I have to decline.	즐기고 싶지만, 거절해야 돼.
But you didn't decline it either.	하지만 넌 그것도 거절하지 않았다.
It's the only way I know to decrease our inventory backlog.	내가 알기에는 그게 쌓인 재고를 줄일 수 있는 유일한 방법이에요.
For how long do they want us to decrease production?	얼마 동안이나 생산량을 줄여야 한대요?
Time and a conversation to send with a family decrease.	가족들과 보내는 시간과 대화가 줄어든다.
You demoralize me all the time.	넌 언제나 나를 의기소침하게 만든다.
He does demoralize our entire camp.	그는 우리 진영 전체의 사기를 떨어뜨린다.
The terrorists hope to intimidate, they hope to demoralize.	테러리스트들은 위협하고 혼란시키길 바란다.
I depend on you to be on time.	네가 정각에 올 거라고 믿는다.
We depend upon the mass media for daily news.	우리는 매일의 뉴스를 매스컴에 의존한다
He began to depend on drugs in a weak moment.	그는 마음이 허할 때 약물에 의존하기 시작했다.
Do not deviate from the truth.	사실에서 빗나가지 마시오.
Do not deviate from their routine.	그들의 일상으로부터 벗어나지 마세요.
They do not want to deviate from standard practice.	그들은 표준방식에서 벗어나기를 원치 않는다.
It was disappointing that our team lost the bell.	우리 팀이 패배한 것은 실망스러운 일이었다.
The weather this summer has been disappointing.	이번 여름 날씨는 기대에 어긋났었다.
It was disappointing that the work was done all for naught.	일이 모두 헛된 것이 되어서 실망스러웠다.
His encouraging words revived my drooping spirits.	그의 격려의 말을 듣고 나의 꺾인 사기가 되살아났다.
It doesn't help him, you encouraging it.	그건 그를 돕지 못해, 넌 그걸 조장하고 있잖아.
It does not seem very encouraging.	그다지 고무적인 것 같아 보이진 않다.
They exceed us in number. or We are outnumbered by them.	수로써는 당할 수가 없다
Do not exceed the prescribed dose.	처방된 복용량을 초과하지 마시오.
Do not exceed the recommended dose.	추천된 복용량을 초과하지 마시오.
This book's price is raised by a factor of two times.	이 책의 가격은 두 배만큼 올랐다.
A second factor is the number of immigrants.	두 번째 요인은 이민자들의 숫자이다.
There's kind of a time factor.	시간요인 같은게 있어.
There's a lot I need to figure out.	내가 알아내야 할 것이 많아?
I'm trying to figure a way out of here.	난 여기서 빠져나갈 방법을 모색중이야
I'm trying to figure a way out, that's all.	난 방법을 찾으려는 거야, 그게 다야.
the rapid growth of interest inâ¦	…에 대한 관심의 빠른 증가.
Buy one that can meet the needs of expected growth.	회사 성장시의 필요 요건을 충족시킬 수 있는 것을 구입하라.
The result is slower population growth.	그 결과는 완만한 인구증가이다.
I will illustrate the spelling rules of English.	영어 철자의 법칙에 대해 설명하겠다
What trend does the graph illustrate?	위 그래프는 어떤 경향을 보여주나?
Let me illustrate what I mean with an old story.	옛날이야기를 예로 들어서 내가 말하려는 것을 설명해 줄게.
So I had a pretty impressive resume.	그래서 나는 상당히 인상적인 이력서를 썼다
Very impressive, I'm sorry I didn't build it myself.	아주 고마워요. 내가 스스로 하지 못해서 미안해요.
That's impressive in this day and age.	현대에 그것은 정말 인상적이다.
The law is based upon a premise that is inaccurate.	낙제학생방지법은 잘못된 전제를 기반으로 하고 있습니다.
The book is both inaccurate and exaggerated.	그 책은 부정확하고 과장되었다.
There are lots of inaccurate sentences in Amy's writings.	Amy의 작문에는 많은 부정확한 무장들이 있다.
What's the year-on-year increase for this company?	이 회사의 전년 동월비는 얼마입니까?
You must increase sales any way you can.	무슨 수를 써서라도 매상을 올리세요.
She breaks a lance for a wage increase.	그녀는 임금인상을 찬성하고 나선다.
Being caught a third time will incur a hefty fine of $180.	그리고, 세 번째로 걸렸을 때는 180달러라는 과중한 벌금을 물게 됩니다.
You will bring(=incur) the punishment of heaven on you.	천벌받을 거다.
incur a great loss of life and property	생명재산에 큰 손실을 입히다.
And this is indicative of what can happen in America.	그리고 이것은 미국에서 무엇이 일어날 수 있는지 암시한다.
That was indicative of a culture that existed at the time.	저것은 그 시대때 존재하던 문화를 나타냅니다
It is also indicative of what is expected from me.	이것 또한 내가 기대한것을 나타내고 있습니다
His victory brought a great infusion of hope to people.	그의 승리는 사람들에게 커다란 희망을 불어넣었다.
a cash infusion into the business	그 사업에 현금 투입
The first infusion of tea has great flavor.	처음 우려낸 차는 맛이 좋다.
I'll work overtime to make up for the lost time.	제가 잔업을 해서 손해 본 시간을 보충하겠습니다.
Please let me make up for it.	제가 그 보상을 하죠.
Don't worry, I'll make up for it!	걱정 마, 내가 만회할게!
Her background is markedly different from her husbandâs.	그녀의 성장 배경은 남편의 그것과는 뚜렷이 달랐다.
a markedly increased volume of tourist trade	관광업의 현저한 발전.
Treatment has improved markedly in recent years.	치료법이 최근에 현저히 개선되었다.
Since the project was meagerly funded, there was not enough money to complete it.	사업 자금 조성이 부진했기 때문에, 사업을 완수하기에 충분한 돈이 없었다.
This dictionary contains a rich[meager] vocabulary.	이 사전은 어휘가 풍부[빈약]하다
He was a small, meager boy in his early days.	그는 어린 시절에 작고 빈약한 소년이었다.
Minimally trained people were using these and we said we can do this better.	최소한의 훈련만 받은 사람들도 이것을 사용하고 있었으니까, 우린 더 잘 할 수 있다고 생각했죠.
The episode was reported minimally in the press.	그 에피소드는 언론에 최소로 보도되었다.
Paula Schriefer, of Freedom House, says Kyrgyzstan is the only Central Asian country that has expanded freedoms, and only minimally.	프리덤하우스의 폴라 쉬리퍼씨는 중앙아시아에서 자유를 신장한 나라는 키르기스스탄이 유일하며 그나마 아주 미미한 수준이라고 말합니다.
Inflation can be offset by increased production.	통화 팽창은 생산 증대로 상쇄될 수 있다
His bad behavior is offset by his hard work.	그 남자의 나쁜 행실이 열심히 일하는 걸로 인해서 상쇄된다.
Losses were offset by gains the next day.	손해는 다음날 이익으로 상쇄되었다.
What percentage of RoCoâs sales does 11-Alive account for?	일레븐얼라이브는 로코그룹 판매고의 몇 퍼센트를 차지하는가?
The percentage has increased by 15 to 44.	백분율은 15 늘어나서 44가 되었다.
Only a small percentage of books are worth reading.	읽을 가치가 있는 책의 비율은 아주 얼마 안 된다.
What time does the manager want the production schedule?	부장님께서 몇 시에 생산 일정표를 보고 싶어 하시지요?
Why did the publisher increase production of the book?	출판사가 이 책의 인쇄 부수를 늘린 이유는?
Look, we control production and distribution.	이봐, 우리가 생산과 분배를 조절한다고.
The woman realized a profit from the sale of her house.	그녀는 집을 팔아 차익을 실현했다.
He derived a lot of profit from the business.	그는 그 일에서 많은 이익을 얻었다.
I don't want to profit off you.	내가이익을 얻고싶지 않아요
It fell short of their projection for the rate of growth.	그것은 그들이 계획한 성장률에는 못 미친다.
A Projection of Korea's Trade Pattern 1977~86	우리나라 무역구조의 추정, 1977~86
The porch forms an ugly projection from the house.	집의 현관이 보기 흉하게 돌출되어 있다.
Matter will be damaged in direct proportion to its value.	물건이 망가질 확률은 그 가격에 정비례한다.
Yes, this thing is way out of proportion.	그렇소. 이 일은 너무 크게 불거져 나왔소.
The two elements are in inverse proportion to each other.	두 요소는 서로 반비례한다.
His novels have gained in popularity over recent years.	그의 소설은 최근 몇 년간 인기를 얻고 있다
His most recent works were favorably reviewed.	그의 최신작은 호평을 받았다.
I'm sure she has some more recent references.	나는 그녀가 최근의 예시를 가지고 있을 것 이라고 봅니다.
The new technique will lower[reduce] the cost of production.	그 신기술은 생산 원가를 낮추게 된다
Our goal is to reduce our annual expenses by ten percent.	우리의 목표는 연간 경비를 10퍼센트 감소시키는 것입니다.
The leaves on trees reduce pollution.	나뭇잎은 오염을 줄인다.
His performance was a regular feat.	그의 연기는 정말 눈부신 것이었다.
We will reopen tomorrow at our regular time of 8:00 a.m.	내일 정규영업 시간인 8시에 다시 열 것입니다.
The regular stage ain't due here for an hour.	정기적인 무대는 이 시간에 끝나지 않는다.
Michael Jackson is a representative man of the hour.	마이클 잭슨은 시대의 대표적인 인물이다.
I am representative of the whole class.	나는 학급 전체를 대표한다.
Sales representative certainly isnât a job for everyone.	영업은 확실히 아무나 할 수 있는 일이 아니에요.
Our company's revenue is growing down.	우리회사의 수입은 감소하고 있다.
First-quarter revenue will be as much as $39 million.	1/4분기 수익이3천900만 달러가 될 것이다.
They actually reduce overall tax revenue.	그들은 실제로 전반적인 세수를 감소시킨다.
It's cheaper to buy things on a bargain sale.	염가판매에서 물건을 사는 것이 더 저렴하다.
Ladies and gentleman, we have a terrific sale today.	고객 여러분, 오늘 절호의 쇼핑 기회를 놓치지 마십시오.
Special sale of books is conducted twice a year.	연 2회의 서적 특매가 행해진다
In many areas, wages have significantly increased.	많은 지역에서는 급여가 크게 인상됐습니다.
Prices did not alter significantly during 2004.	2004년에는 물가가 큰 변동이 없었다.
Global warming has caused the ice to recede significantly.	지구 온난화는 얼음이 심각하게 사라지도록 영향을 미친다.
Grandmother is slightly hard of hearing.	할머니는 약간 난청이시다
I was slightly relieved at the news.	그 소식에 적이 안심 되오
An elderly man was slightly injured.	한 노인이 약간 다쳤다
Recently, the department has experienced substantial growth.	최근 들어 법무부는 상당히 성장했다.
It looks like a substantial blow.	그것은 상당한 충격인 것처럼 보인다.
What is a substantial balanced package?	무엇이 실속있고 균형잡힌 패키지인가요?
I asked if he'd be able to summarize his findings.	나는 그에게 연구결과들을 요약해 줄 수 있겠느냐고 질문하였다.
To summarize, five months is a long time.	요약하자면, 다섯달은 긴 시간이야.
I'd like to summarize a few points in my remarks.	제 발언 중 몇 가지 요점을 요약하고 싶습니다.
People tend to overuse credit cards.	사람들은 신용카드를 너무 많이 사용하는 경향이 있다.
Adults tend to stay angry a long time.	어른들은 오랫동안 화를 안 푸는 경향이 있어요.
They tend to lose some muscle mass every year.	근육량이 매년 약간씩 줄어드는 경향이 있다.
It's unusually warm for a winter day.	겨울치고는 이상하게 따뜻해요.
It is unusually[exceptionally, abnormally] cold this year.	금년 추위는 보통이 아니다
It is exceptionally[unusually] cold this winter.	올 겨울은 유난히 춥다
An accountant did a year-end audit of our financial records.	회계사가 우리의 재무 기록에 대한 연말 회계 감사를 했다.
He claimed he was an accountant.	그는 자신의 직업이 회계사라고 했다.
The accountant finished her work accurately.	회계사는 정확하게 그녀의 일을 끝냈다.
He measures things by hand fairly accurately.	그의 손대중은 틀림없다
The accountant finished her work accurately.	회계사는 정확하게 그녀의 일을 끝냈다.
I just want to answer accurately.	나는 그냥 정확하게 말할려고 했을 뿐이야.
The system was unable to allocate a new data object.	새 데이터 개체를 할당할 수 없습니다.
Allocate my best scientists working on this project.	이 프로젝트에 내 최고의 과학자들을 할당하세요.
The key issue is how we allocate resources.	중요한 논제는 자원을 어떻게 할당하느냐 입니다
We need to amend the directive.	우리는 이 지시를 수정할 필요가 있다.
If yes, does the scheme amend an existing aid scheme?	만일 그렇다면, 그 제도가 기존 제도를 바꿉니까?
We can only amend the constitution in certain ways.	우리는 그 구조를 특정 방법을 통해서만 고칠 수 있다.
An accountant did a year-end audit of our financial records.	회계사가 우리의 재무 기록에 대한 연말 회계 감사를 했다.
He used to audit many companies.	그는 많은 회사들을 감사하곤 했었다.
The audit programme is reviewed annually.	감사 프로그램이 매년 재 검토된다.
There is barely a cloud in the sky.	하늘에는 구름 한 점 없어요.
We barely managed to collect 50,000 won.	겨우 5만원을 모았다
In college, I barely left my dorm for three years.	대학 다닐 무렵, 전 3년동안 거의 기숙사 밖을 나가지 않았어요.
This equals 64 times Korea's yearly national budget.	이는 한국의 1년 예산의 64배와 같다.
